cusine,name,voteCount,rating,address,cusine,cost,timing
"Cafe, Fast Food",Firangi Adda,Cuisines:,-,"12, S N, Banerjee Lane, Salkia, Howrah","Cafe, Fast Food",₹200,11am – 11pm (Mon-Sun)
"Cafe, Fast Food",Bonn Tonn Bakery,81 votes,4.1,"2/1A, 3rd Floor, Babylon Building, Burdawan Road, Alipore, Kolkata","Cafe, Fast Food",₹150,10am – 7pm (Mon-Sun)
"Momos, Chinese",Topsia Biryani House,4 votes,3.0,"4/C, Topsia Road, Topsia, Kolkata","Momos, Chinese",₹200,12noon – 11pm (Mon-Sun)
"Momos, Chinese",Mughal Darbar Biryani House,16 votes,3.0,"101, M.G. Road, Bara Bazar, Kolkata","Momos, Chinese",₹300,11am – 12midnight (Mon-Sun)
"North Indian, Mughlai",Cantonese Restaurant,546 votes,4.2,"7, 1st Floor, Near Jadavpur University, Raja S.C. Mullick Road, Jadavpur, Kolkata","North Indian, Mughlai",₹650,12noon – 11:30pm (Mon-Sun)
"North Indian, Mughlai",Royal City Hotel,74 votes,3.4,"42, Kabitirtha Sarani, Kidderpore, Kolkata","North Indian, Mughlai",₹500,7am – 11pm (Mon-Sun)
"Chinese, Mughlai, North Indian, Bengali, Rolls",Amrit Bhog,29 votes,3.5,"233, Belilious Road, Opposite N.D. College, Howrah Station Area, Howrah","Chinese, Mughlai, North Indian, Bengali, Rolls",₹150,8am – 9pm (Mon-Sun)
"Chinese, Mughlai, North Indian, Bengali, Rolls",Satvik Kitchen,Cuisines:,,"14, Amartalla Street, Dalhousie BBD Bagh, Kolkata","Chinese, Mughlai, North Indian, Bengali, Rolls",₹350,
North Indian,The Yellow Straw,Cuisines:,-,"120, The Tollygunge Club, Deshpran Sasmal Road, Tollygunge, Kolkata",North Indian,₹250,10am – 8pm (Mon-Sun)
North Indian,Vesselka'S,Cuisines:,-,"17, Ward 93, Das Nagar, Gobindapur Road, Lake Gardens, Kolkata",North Indian,₹400,8am – 10pm (Mon-Sun)
South Indian,Mast Banarasi Paan,6 votes,2.8,"188/1/A, Maniktala Main Road, Opposite Romeo Saloon, Kankurgachi, Kolkata",South Indian,₹100,11am – 11:30pm (Mon-Sun)
South Indian,Pappu Biryani House,Cuisines:,-,"85/1/F, Ibrahimpur Road, Bidhanpally, Jadavpur, Kolkata",South Indian,₹200,8am – 12midnight (Mon-Sun)
"North Indian, Bengali",Hotel Avenue Club,Cuisines:,-,"95 A Chittaranjan Avenue, Chandni Chowk, Kolkata","North Indian, Bengali",₹700,8:30am – 8:30pm (Mon-Sun)
"North Indian, Bengali",Homes Kitchen,12 votes,3.2,"177/6B, Picnic Garden Road, Picnic Garden, Kolkata","North Indian, Bengali",₹200,8am – 8pm (Mon-Sun)
"North Indian, Chinese, Mughlai, Bengali",MK Da Dhaaba,Cuisines:,-,"45/3, DH Road, Mominpore, Near Kolkata Hospital, Kidderpore, Kolkata","North Indian, Chinese, Mughlai, Bengali",₹250,8am – 11pm (Mon-Sun)
"North Indian, Chinese, Mughlai, Bengali",Pind Balluchi,11 votes,2.6,"375, South City Mall, Food Court, Prince Anwar Shah Road, Kolkata","North Indian, Chinese, Mughlai, Bengali",₹600,10am – 10pm (Mon-Sun)
"Biryani, North Indian, Chinese",SKFC,Cuisines:,,"R-110, S.A.Farooque Road, Opposite Lal Masjid And Khan Building, Kidderpore, Kolkata","Biryani, North Indian, Chinese",₹300,
"Biryani, North Indian, Chinese",New Zam Zam Biryani,10 votes,3.0,"33, Phears Lane, Bara Bazar, Kolkata","Biryani, North Indian, Chinese",₹300,12noon – 11pm (Mon-Sun)
Biryani,Cherry,84 votes,3.5,"P 3, 654, Raja Ram Mohan Roy Road, Near SBI ATM, Muchipara, Behala, Kolkata",Biryani,₹350,9am – 11pm (Mon-Sun)
Biryani,Number 18,64 votes,3.4,"1/2, Podder Nagar Colony, Prince Anwar Shah Road, Kolkata",Biryani,₹500,"11am – 12midnight (Mon-Fri),12midnight – 2am..."
Fast Food,Hapus Hupus,12 votes,3.2,"48, Nimtola Ghat Street, Shobha Bazar, Kolkata",Fast Food,₹200,11am – 11pm (Mon-Sun)
Fast Food,Classic Fast Food Centre,25 votes,3.3,"128, Ward 73, Hazra Road, Hazra, Kolkata",Fast Food,₹150,9am – 10:30pm (Mon-Sun)
Street Food,Green Chilly,73 votes,3.2,"84/A, Mukhtaram Babu Street, Girish Park, Kolkata",Street Food,₹250,12noon – 9pm (Mon-Sun)
Street Food,Tin Tin Economic Chinese Restaurant,Cuisines:,-,"177, Shyama Prasad Mukherjee Road, Mudiali, Kalighat, Kolkata",Street Food,₹300,12noon – 11pm (Mon-Sun)
"Chinese, Finger Food",Nettare Cafe,Cuisines:,-,"86 B/1, Topsia Road, Topsia, Kolkata","Chinese, Finger Food",₹300,"11am – 7pm (Mon-Sat),Closed (Sun)"
"Chinese, Finger Food",Red Onion,18 votes,3.0,"H751, Tagore Park, Near Laxmi Narayan Mandir, Kasba","Chinese, Finger Food",₹200,2pm – 10:30pm (Mon-Sun)
"Cafe, Chinese, North Indian",Bojangles,Cuisines:,-,"19/3, Dover Road, Ballygunge, Kolkata","Cafe, Chinese, North Indian","₹1,000",11am – 10:30pm (Mon-Sun)
"Cafe, Chinese, North Indian",Pork Hut,Cuisines:,NEW,"44, Boldeo Para Road, Maniktala, Kolkata","Cafe, Chinese, North Indian",₹400,"12midnight – 4pm, 6pm – 12midnight (Mon-Sun)"
"North Indian, Chinese",Habib's,Cuisines:,,"49A, Sada Nanda Road, Kalighat, Kolkata","North Indian, Chinese",₹150,
"North Indian, Chinese",Eat & Meet,4 votes,3.0,"21, Girish Avenue, Shyam Bazar, Kolkata","North Indian, Chinese",₹300,12noon – 11pm (Mon-Sun)
"South Indian, Fast Food",The Peep Inn,Cuisines:,-,"34, Bama Charan Roy Road, Behala, Kolkata","South Indian, Fast Food",₹350,12noon – 11pm (Mon-Sun)
"South Indian, Fast Food",Ashok Pan Shop,Cuisines:,-,"7, Old Ballygunge Road, Near Rajnick Lal Petrol Pump, Ballygunge, Kolkata","South Indian, Fast Food",₹100,11am – 11pm (Mon-Sun)
"Bengali, Chinese",Ching Chow,4 votes,3.0,"106, Opposite Santoshpur Avenue, Santoshpur, Kolkata","Bengali, Chinese",₹400,1pm – 12:30am (Mon-Sun)
"Bengali, Chinese",Sananda Biryani,55 votes,3.4,"153, Garfa Main Road, Santoshpur, Kolkata","Bengali, Chinese",₹200,1pm – 12:30am (Mon-Sun)
"North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",Annapurna Hotel,25 votes,3.3,"340, 7, Diamond Harbour Road, Roy Bahadur Road, Behala, Kolkata","North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",₹150,8:30am – 11:30pm (Mon-Sun)
"North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",Wok Up,47 votes,3.2,"157, Jodhpur Park, Prince Anwar Shah Road, Kolkata","North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages",₹500,6pm – 3am (Mon-Sun)
"South Indian, Fast Food, Beverages",New Royal Biryani Restaurant,Cuisines:,-,"21, Abhedananda Road, Beadon Street, Maniktala, Kolkata","South Indian, Fast Food, Beverages",₹600,12noon – 2am (Mon-Sun)
"South Indian, Fast Food, Beverages",Ffresh.Fit,Cuisines:,-,"House 9/14/1, Bijoygarh, Tollygunge, Kolkata","South Indian, Fast Food, Beverages",₹300,9am – 9pm (Mon-Sun)
Cafe,Ashik Fast Food,Cuisines:,-,"41, Dakshindari Road, Dum Dum, Kolkata",Cafe,₹250,11am – 11pm (Mon-Sun)
Cafe,Quick Pick,Cuisines:,NEW,"37/1A, Ramkrishna, Upanibesh, Jadavpur, Kolkata",Cafe,₹300,3pm – 10pm (Mon-Sun)
"Chinese, Continental",Kishan Kanhaiya,Cuisines:,-,"67A, Diamond Harbour Road, Kidderpore, Kolkata","Chinese, Continental",₹100,10am – 9pm (Mon-Sun)
"Chinese, Continental",New Raj Ballavi Sweets,Cuisines:,-,"Shop 5, FD Market, Sector 3, Salt Lake, Kolkata","Chinese, Continental",₹100,11am – 10pm (Mon-Sun)
Cafe,Ashu's Kitchen,Cuisines:,-,"103, Kalitala Main Road, North Purbachal, Kalikapur, Kolkata",Cafe,₹250,"7:30am – 2:30pm, 6pm – 10:30pm (Mon-Sun)"
Cafe,New Navin Sweets,Cuisines:,NEW,"108, Girindra Sekhar Bose Road, Ward 67, Kasba, Picnic Garden, Kolkata",Cafe,₹200,10am – 10pm (Mon-Sun)
Biryani,South Indian Snacks,Cuisines:,-,"2A, Rani Sankari Lane, Kalighat, Kolkata",Biryani,₹200,11am – 11pm (Mon-Sun)
Biryani,Eat & Repeat,Cuisines:,NEW,"72/2, Bon Bihari Bose Road, Bali - Howrah Municipal Corporation, GT Road, Howrah",Biryani,₹300,12noon – 10pm (Mon-Sun)
"Thai, Asian, Chinese, Desserts, Beverages",Numa Fung,Cuisines:,NEW,"City Center 1, Exit Gate, Sector 1, Salt Lake, Kolkata","Thai, Asian, Chinese, Desserts, Beverages",₹500,11am – 11pm (Mon-Sun)
"Thai, Asian, Chinese, Desserts, Beverages",Rita's Cafe,Cuisines:,-,"26/M, Duttabad Road, Sector 3, Salt Lake, Kolkata","Thai, Asian, Chinese, Desserts, Beverages",₹150,6pm – 2am (Mon-Sun)
"Chinese, Bengali, Continental",Kahon,15 votes,3.3,"214, Jodhpur Garden Colony, Jodhpur Park, Kolkata","Chinese, Bengali, Continental",₹200,"10am – 3pm (Mon),10am – 3pm, 6pm – 11pm (Tue-Sun)"
"Chinese, Bengali, Continental",Nandu's Kitchen,Cuisines:,NEW,"29, Jodhpur Park, Kolkata","Chinese, Bengali, Continental",₹150,11am – 11pm (Mon-Sun)
"Biryani, Rolls",Pork Hut,Cuisines:,NEW,"44, Boldeo Para Road, Maniktala, Kolkata","Biryani, Rolls",₹400,"12noon – 4pm, 6pm – 12:30am (Mon-Sun)"
"Biryani, Rolls",Sonamoni,Cuisines:,NEW,"20/1, Triangular Park, Sahapur Colony, New Alipore, Kolkata","Biryani, Rolls",₹200,11am – 11pm (Mon-Sun)
"Cafe, Fast Food",Nanikhazana,Cuisines:,-,"98, Bosepukur Purba Para, Kasba, Kolkata","Cafe, Fast Food",₹400,11am – 11pm (Mon-Sun)
"Cafe, Fast Food",Bake India,Cuisines:,NEW,"P-169, Main Road, Ultadanga, Kolkata","Cafe, Fast Food",₹300,10am – 10:30pm (Mon-Sun)
"Bakery, Desserts",Bake Street,4 votes,3.1,"147A, Muktaram Babu Street, College Street, Kolkata","Bakery, Desserts",₹200,8am – 10pm (Mon-Sun)
"Bakery, Desserts",Shewly's Kitchen,Cuisines:,-,"6/A, Kirtibas Lane, Kalighat Circus Avenue, Kalighat, Kolkata","Bakery, Desserts",₹250,7am – 12midnight (Mon-Sun)
"North Indian, Chinese, Continental",Bellycacy Express,Cuisines:,NEW,"20, Hindustan Park, Gariahat, Kolkata","North Indian, Chinese, Continental",₹300,8am – 11pm (Mon-Sun)
"North Indian, Chinese, Continental",New Chacha Hindu Hotel,Cuisines:,-,"1/4, I C Bose Road, Howrah Station Area, Howrah","North Indian, Chinese, Continental",₹400,7am – 12midnight (Mon-Sun)
Chinese,Kolkata S Thunder,Cuisines:,-,"108/110/1, G.T Road, Shibpur, Howrah",Chinese,₹200,12noon – 12midnight (Mon-Sun)
Chinese,The Bangasree,Cuisines:,,"28, Deshpran Sasmal Road, Tollygunge, Kolkata",Chinese,₹200,
"North Indian, Chinese, Bengali, Street Food, Rolls",The Crisp House,Cuisines:,NEW,"3/49, Azadgarh Road, Regent Colony, Tollygunge, Kolkata","North Indian, Chinese, Bengali, Street Food, Rolls",₹200,11am – 12midnight (Mon-Sun)
"North Indian, Chinese, Bengali, Street Food, Rolls",Curry To Carry,Cuisines:,-,"432, Shreeparna Apartment, Parnasree, Behala, Kolkata","North Indian, Chinese, Bengali, Street Food, Rolls",₹300,11am – 10pm (Mon-Sun)
"Pizza, Beverages",Fang's Express Fast Food,14 votes,3.3,"21 A, Atal Sur Road, Tangra, Kolkata","Pizza, Beverages",₹400,"12noon – 3pm, 6pm – 10pm (Mon-Sun)"
"Pizza, Beverages",Saba Shimla Biriyani,Cuisines:,-,"54/8B, DC Dey, Tangra, Kolkata","Pizza, Beverages",₹250,11am – 1am (Mon-Sun)
"Cafe, Bakery",New Arsalan Biryani,40 votes,3.4,"6C, Mukundpur, Near Indian Overseas Bank & Daspara Bridge, Ruby Hospital Area, Kolkata","Cafe, Bakery",₹200,12:30pm – 10:30pm (Mon-Sun)
"Cafe, Bakery",Calcutta Cutting,15 votes,3.3,"893, Near SBI, Kalikapur, Kolkata","Cafe, Bakery",₹400,11am – 11pm (Mon-Sun)
Cafe,The Dessert Box,42 votes,3.3,Delivery Only,Cafe,₹500,9am – 7pm (Mon-Sun)
Cafe,Masque Lounge & Bar,206 votes,3.6,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata",Cafe,"₹1,500",2pm – 12midnight (Mon-Sun)
"Bakery, Desserts",Biriyani Parlour,10 votes,3.0,"46 B, Ward 119, Gholeshapur Railway Colony, Behala, Kolkata","Bakery, Desserts",₹300,1pm – 10pm (Mon-Sun)
"Bakery, Desserts",Lazeez Express,6 votes,2.9,"24, Southern Avenue, Lake Range, Kalighat, Kolkata","Bakery, Desserts",₹500,12noon – 11pm (Mon-Sun)
"Biryani, North Indian",Quality Fast Food,42 votes,3.2,"16, Atal Sur Road, Tangra, Kolkata","Biryani, North Indian",₹400,5pm – 10pm (Mon-Sun)
"Biryani, North Indian",Pandey Maggie,17 votes,3.5,"22/1, Madan Chatterjee Lane, Girish Park, Kolkata","Biryani, North Indian",₹200,8am – 10pm (Mon-Sun)
"Chinese, North Indian, Street Food",Maa Ki Rasoi,Cuisines:,-,"3, 3rd Floor, Hari Das Dawn Road, New Alipore, Kolkata","Chinese, North Indian, Street Food",₹250,"7am – 10pm (Mon-Fri),7am – 10:30pm (Sat-Sun)"
"Chinese, North Indian, Street Food",South Indian Flavour,Cuisines:,-,"93, Tollygunge Circular Road, New Alipore, Kolkata","Chinese, North Indian, Street Food",₹100,11am – 10:30pm (Mon-Sun)
"Chinese, North Indian",Sakti Sweets,Cuisines:,-,"619, Diamond Harbour Road, Behala, Kolkata","Chinese, North Indian",₹100,7:30am – 10pm (Mon-Sun)
"Chinese, North Indian",Biriyaniwalla & Co,Cuisines:,-,"23, Tara Shankar Sarani, Belgachia, Paikpara, Kolkata","Chinese, North Indian",₹200,12noon – 11pm (Mon-Sun)
"Chinese, North Indian, Rolls",Rimrocks Restaurant,Cuisines:,-,"11/1C/1, Glorious Rimrock Palace, East Topsia Road, Near Osaa Fashion, Topsia, Kolkata","Chinese, North Indian, Rolls",₹700,11am – 10:30pm (Mon-Sun)
"Chinese, North Indian, Rolls",Momo Mia,Cuisines:,-,"VIP Road, Sector 1, Salt Lake, Kolkata","Chinese, North Indian, Rolls",₹300,8am – 10pm (Mon-Sun)
"North Indian, Seafood, Lebanese, Fast Food",Mamamomo,99 votes,3.9,"50/A, Ground Floor, Block C, Raj Veena Apartment, New Alipore, Kolkata","North Indian, Seafood, Lebanese, Fast Food",₹300,12noon – 10pm (Mon-Sun)
"North Indian, Seafood, Lebanese, Fast Food",Idly Bowl,Cuisines:,-,Delivery Only,"North Indian, Seafood, Lebanese, Fast Food",₹250,8am – 10pm (Mon-Sun)
"North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",R-Ektu,Cuisines:,NEW,"51, Collage Road, Andul Road, Howrah","North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",₹200,11am – 11pm (Mon-Sun)
"North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",Fried N Grill,Cuisines:,-,"12/2B, Chowbaga Road, Picnic Garden, Kolkata","North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",₹400,12noon – 2am (Mon-Sun)
Bengali,Ab's Sorisha,Cuisines:,-,"5, Dakshindari Road, Block 5, Nehru Colony, Dakshindari, Ultadanga, Kolkata",Bengali,₹200,"12noon – 3pm, 6pm – 11:30pm (Mon-Sun)"
Bengali,Only Veg,Cuisines:,-,"195, Block J, New Alipore, Kolkata",Bengali,₹300,2pm – 11:30pm (Mon-Sun)
Chinese,Haji'Mz,Cuisines:,-,"P-112, Regent Estate, Jadavpur, Kolkata",Chinese,₹400,11am – 12midnight (Mon-Sun)
Chinese,Alishan Fast Food Centre,Cuisines:,NEW,"22/3/H/5, Raja Manindra Road, Paikpara, Kolkata",Chinese,₹400,5pm – 11pm (Mon-Sun)
"Continental, Mughlai, Biryani, Chinese, Thai",Samriddha Heshel,5 votes,2.8,"5, Nather Bagan Street, Shobha Bazar, Kolkata","Continental, Mughlai, Biryani, Chinese, Thai",₹150,11:30am – 11pm (Mon-Sun)
"Continental, Mughlai, Biryani, Chinese, Thai",INOX South City Bar,Cuisines:,-,"2nd Floor, South City Mall, 375 Prince Anwar Shah Road, Kolkata","Continental, Mughlai, Biryani, Chinese, Thai","₹1,000",11am – 11pm (Mon-Sun)
Mishti,Abdul Biryani,Cuisines:,,"47 B, Kustia, Masjid Bari Lane, Picnic Garden, Kolkata",Mishti,₹200,
Mishti,Shawarma Delights,23 votes,3.3,"506, Shibpur, Howrah",Mishti,₹250,12noon – 11pm (Mon-Sun)
"Asian, Chinese",Banana Leaf,311 votes,3.8,"P 264C, Hemanta Mukhopadhyay Sarani. Near Vivekananda Park, Southern Avenue, Kolkata","Asian, Chinese",₹400,8am – 10pm (Mon-Sun)
"Asian, Chinese",Babuana,51 votes,3.2,"Andul Bus Stand, Andul Mouri, Sankrail, Andul Road, Howrah","Asian, Chinese",₹500,11am – 11pm (Mon-Sun)
"Mishti, Fast Food, Desserts",Paratha Gully,Cuisines:,-,"61/F, Selimpur Road, Kolkata Municipal Corporation, Dhakuria, Kolkata","Mishti, Fast Food, Desserts",₹300,8am – 2am (Mon-Sun)
"Mishti, Fast Food, Desserts",Miantiao,Cuisines:,-,"187, Sarat Bose Road, Desapriya Park, Kolkata","Mishti, Fast Food, Desserts",₹300,12:30pm – 10:30pm (Mon-Sun)
Fast Food,Lokenath Fast Food Centre,Cuisines:,-,"46, Sisir Bagan Road, Indrajit Pally, Behala, Kolkata",Fast Food,₹200,10am – 10pm (Mon-Sun)
Fast Food,Raj Kitchen,Cuisines:,,"69/5, Parnasree Pally. Near Chata Park, Behala, Kolkata",Fast Food,₹300,
Bengali,Cakes N More,Cuisines:,-,"104, Monohorpukur Road, Hazra, Kolkata",Bengali,₹300,8:30am – 10pm (Mon-Sun)
Bengali,Misti Ma Kitchen,Cuisines:,-,"E-31/12, Pubali Abashan, Anandapur, Kasba, Kolkata",Bengali,₹200,9am – 12noon (Mon-Sun)
"Fast Food, Chinese, Beverages",Sandwich Station,Cuisines:,-,"60, Golkothi Imambargah, Rabindra Sarani, Bara Bazar, Kolkata","Fast Food, Chinese, Beverages",₹150,11am – 10pm (Mon-Sun)
"Fast Food, Chinese, Beverages",Veg Food Junction,Cuisines:,-,"69/3, Nimtala Ghat Street, Bara Bazar, Kolkata","Fast Food, Chinese, Beverages",₹300,8am – 10pm (Mon-Sun)
"Desserts, Ice Cream",The Sauteed Tales,Cuisines:,,"240, Jodhpur Garden, Jodhpur Park, Kolkata","Desserts, Ice Cream",₹150,
"Desserts, Ice Cream",Chandra's Restro,Cuisines:,-,"6/T/1, Buroshib Tala Main Road, Behala, Kolkata","Desserts, Ice Cream",₹200,1pm – 10:30pm (Mon-Sun)
"Italian, Momos, Fast Food, Desserts, Bakery",Mouchak Confectionery,Cuisines:,-,"185, Roy Bahadur Road, Behala, Kolkata","Italian, Momos, Fast Food, Desserts, Bakery",₹150,7:30am – 10pm (Mon-Sun)
"Italian, Momos, Fast Food, Desserts, Bakery",Radhamohanar Misti,Cuisines:,-,"57, Banamali Naskar Road, Behala, Kolkata","Italian, Momos, Fast Food, Desserts, Bakery",₹150,7:30am – 10pm (Mon-Sun)
"Sandwich, Pizza, Fast Food, Street Food, Burger, Beverages",Anokha,57 votes,3.6,"11/H/5 Seal Lane, Tangra, Kolkata","Sandwich, Pizza, Fast Food, Street Food, Burger, Beverages",₹250,12noon – 11pm (Mon-Sun)
"Sandwich, Pizza, Fast Food, Street Food, Burger, Beverages",Only Veg,Cuisines:,-,"195 Block J, New Alipore, Kolkata","Sandwich, Pizza, Fast Food, Street Food, Burger, Beverages",₹250,12noon – 11:30pm (Mon-Sun)
"Chinese, North Indian, Fast Food, Momos",Bhuri Bhoj Restaurant,46 votes,3.2,"15/1, Tarapada Chatterjee Lane, Shibpur, Howrah","Chinese, North Indian, Fast Food, Momos",₹200,"12noon – 3pm, 6pm – 10pm (Mon-Sun)"
"Chinese, North Indian, Fast Food, Momos",Nagaland House Kitchen,25 votes,3.2,"LA 6, 2nd Floor, New Nagaland House, Broadway Roadd, Sector 3, Salt Lake, Kolkata","Chinese, North Indian, Fast Food, Momos",₹600,"11am – 1:30pm, 7:30pm – 9pm (Mon-Sun)"
Bakery,Maa Annapurna Fast Food Centre,Cuisines:,-,"Dumurjola, HJT Quarter, Ichapur, Howrah",Bakery,₹250,12noon – 1am (Mon-Sun)
Bakery,The Cake,28 votes,3.7,"17K /11, Dakshindari Road, Ultadanga, Kolkata",Bakery,₹400,10am – 10pm (Mon-Sun)
Bengali,Thaligunge,12 votes,2.9,"BD Colony, RA Block, Behind Masjid, Sector 4, Salt Lake, Kolkata",Bengali,₹200,11am – 1am (Mon-Sun)
Bengali,Shree Shree Hari Mistanna Bhandar,20 votes,3.6,"38F, R.K. Chatterjee Road, Kasba, Kolkata",Bengali,₹100,8am – 9:30pm (Mon-Sun)
"North Indian, Bengali, Chinese, South Indian, Kebab, Rolls, Beverages",New Rahat Biryani,Cuisines:,-,"419, Belilious Road, Howrah Maidan Area, Howrah","North Indian, Bengali, Chinese, South Indian, Kebab, Rolls, Beverages",₹250,12noon – 10:30pm (Mon-Sun)
"North Indian, Bengali, Chinese, South Indian, Kebab, Rolls, Beverages",Amina Fast Food,Cuisines:,-,"5, Lake Road, Lake Market Area, Kolkata","North Indian, Bengali, Chinese, South Indian, Kebab, Rolls, Beverages",₹200,12noon – 10:30pm (Mon-Sun)
"North Indian, Fast Food, Chinese",Royal Calcutta Bistro,Cuisines:,-,"6, Desapriya Park, Kolkata","North Indian, Fast Food, Chinese",₹500,7am – 10pm (Mon-Sun)
"North Indian, Fast Food, Chinese",Hot In South,Cuisines:,-,"41/6, Matheswartala Road, Topsia, Opposite Bandhan Bank, Tangra, Kolkata","North Indian, Fast Food, Chinese",₹100,10am – 10:30pm (Mon-Sun)
"Bengali, Fast Food",Star Indian Biryani,4 votes,3.0,"104, Christopher Road, Near Punjab & Sind Bank, Tangra, Kolkata","Bengali, Fast Food",₹200,12noon – 10pm (Mon-Sun)
"Bengali, Fast Food",Comfotel,5 votes,3.0,"5B, Lansdowne Place, Hazra, Kolkata","Bengali, Fast Food",₹650,7:30am – 10:30pm (Mon-Sun)
Mishti,Kaynat Hazi Biryani,Cuisines:,,"Ruby Hospital Near Gate 2, Ruby Hospital Area, Kolkata",Mishti,₹200,
Mishti,G R S Kitchen,Cuisines:,-,"12/2, Ward 66, Chowbaga Road, Borough 7, Picnic Garden, Kolkata",Mishti,₹350,8:30am – 10pm (Mon-Sun)
"North Indian, Chinese",Snacker's Den,22 votes,3.9,"25/4, Rustomjee Street, Gariahat, Kolkata","North Indian, Chinese",₹200,4:30pm – 10:30pm (Mon-Sun)
"North Indian, Chinese",Taramayee Mistanna Bhander,Cuisines:,NEW,"8/A, Annada Prasad Street, Near Sobha Bazar Metro Station, Shobha Bazar, Kolkata","North Indian, Chinese",₹300,6:30am – 11pm (Mon-Sun)
Street Food,JIO Bangla Food Station,Cuisines:,-,"0/5, Durgapur Colony, New Alipore, Kolkata",Street Food,₹250,11am – 11pm (Mon-Sun)
Street Food,Ab's Sorisha,Cuisines:,-,"5, Block Number 5, Nehru Colony, Dakshindari, Sector 1, Salt Lake, Kolkata",Street Food,₹400,11am – 11pm (Mon-Sun)
"North Indian, Chinese, Fast Food",In-N-Out,Cuisines:,-,"9/2A, Bhim Ghosh Lane, Bow Bazar, Kolkata","North Indian, Chinese, Fast Food",₹250,8am – 11pm (Mon-Sun)
"North Indian, Chinese, Fast Food",Taraknath Mistanna Bhandar,22 votes,3.5,"96A, R.N. Das Road, Tanu Pukur, Dhakuria, Kolkata","North Indian, Chinese, Fast Food",₹100,8am – 11pm (Mon-Sun)
Biryani,Rajveer Da Dhaba,Cuisines:,-,"87/12, Bose Pukur Road, Kasba, Kolkata",Biryani,₹150,8am – 8pm (Mon-Sun)
Biryani,Khabar - The Eatery,11 votes,2.8,"58, Canal Circular Road, Kadapara, Phool Bagan, Inside Apollo Gleneagles Hospital, Kankurgachi, Kolkata",Biryani,₹500,"9am – 9pm (Mon-Fri),Closed (Sat-Sun)"
Bengali,IFC Adda,Cuisines:,-,"Shop 235, Bridge 4, Tiljala Road, Near Park Circle, Picnic Garden, Kolkata",Bengali,₹200,4pm – 11pm (Mon-Sun)
Bengali,HelloRaw,Cuisines:,-,"31A, S.P Mukherjee Road, Bhawanipur, Kolkata",Bengali,₹600,9am – 9pm (Mon-Sun)
"North Indian, Street Food, Beverages",Saila Sweets,Cuisines:,-,"5, Jatin Bagchi Road, Southern Avenue, Kolkata","North Indian, Street Food, Beverages",₹150,8am – 10pm (Mon-Sun)
"North Indian, Street Food, Beverages",Waiter on Wheels,Cuisines:,-,"157, Dover Terrace, Gariahat, Kolkata","North Indian, Street Food, Beverages",₹350,12noon – 9pm (Mon-Sun)
South Indian,The Eat & Treat,6 votes,3.0,"12/1A/242, Chowbagha Road, Bidhan Nagar, Tiljala, Ward 107, Ruby Hospital Area, Kolkata",South Indian,₹300,8am – 1am (Mon-Sun)
